fight_id,radiant_won
380,False
381,False
382,False
383,False
384,True
385,False
386,False
387,True
388,False
389,True
390,False
391,False
392,True
393,True
394,True
395,False
396,False
397,False
398,False
399,False
400,True
401,False
402,False
403,False
404,False
405,True
406,False
407,False
408,True
409,True
410,False
411,True
412,True
413,True
414,False
415,False
416,True
417,True
418,False
419,False
420,True
421,True
422,False
423,True
424,True
425,True
426,False
427,True
428,True
429,False
430,False
431,True
432,False
433,False
434,False
435,True
436,True
437,False
438,False
439,False
440,False
441,False
442,True
443,False
444,True
445,False
446,True
447,True
448,False
449,False
450,False
451,False
452,True
453,True
454,True
455,True
456,True
457,True
458,True
459,False
460,False
461,False
462,True
463,True
464,False
465,False
466,True
467,True
468,False
469,True
470,True
471,False
472,True
473,True
474,False
475,True
476,False
477,True
478,True
479,False
480,False
481,True
482,True
483,True
484,False
485,False
486,False
487,False
488,False
489,True
490,True
491,False
492,False
493,True
494,False
495,False
496,False
497,True
498,False
499,False
500,False
501,False
502,False
503,True
504,True
505,False
506,True
507,True
508,True
509,True
510,False
511,False
512,True
513,True
514,False
515,False
516,False
517,True
518,False
519,True
520,False
521,True
522,False
523,False
524,False
525,False
526,False
527,True
528,True
529,False
530,True
531,False
532,False
533,False
534,True
535,True
536,False
537,True
538,False
539,False
540,False
541,True
542,True
543,False
544,False
545,True
546,True
547,False
548,True
549,True
550,True
551,False
552,False
553,False
554,False
555,True
556,True
557,True
558,False
559,True
560,True
561,False
562,True
563,True
564,True
565,False
566,True
567,False
568,True
569,True
570,False
571,True
572,True
573,True
574,True
575,True
576,False
577,False
578,False
579,True
580,True
581,True
582,True
583,False
584,True
585,False
586,False
587,False
588,False
589,True
590,True
591,False
592,False
593,True
594,False
595,False
596,False
597,False
598,False
599,False
600,True
601,True
602,True
603,True
604,True
605,True
606,True
607,False
608,False
609,False
610,False
611,True
612,True
613,False
614,False
615,False
616,True
617,False
618,True
619,False
620,False
621,True
622,True
623,False
624,True
625,False
626,True
627,True
628,False
629,True
630,True
631,True
632,True
633,False
634,False
635,False
636,False
637,True
638,False
639,False
640,False
641,True
642,True
643,True
644,False
645,False
646,False
647,False
648,True
649,True
650,False
651,True
652,False
653,False
654,False
655,True
656,True
657,True
658,True
659,False
660,False
661,False
662,False
663,False
664,True
665,True
666,False
667,True
668,False
669,False
670,False
671,False
672,True
673,False
674,True
675,False
676,True
677,False
678,True
679,True
680,True
681,True
682,False
683,True
684,False
685,True
686,False
687,False
688,True
689,False
690,False
691,True
692,False
693,True
694,False
695,False
696,True
697,False
698,True
699,True
700,True
701,True
702,True
703,True
704,True
705,True
706,True
707,False
708,True
709,True
710,True
711,True
712,False
713,True
714,False
715,True
716,True
717,True
718,False
719,False
720,False
721,False
722,False
723,False
724,False
725,False
726,True
727,True
728,False
729,True
730,False
731,False
732,False
733,True
734,True
735,False
736,True
737,True
738,False
739,False
740,True
741,False
742,False
743,False
744,True
745,False
746,False
747,True
748,False
749,True
750,False
751,True
752,True
753,False
754,False
755,True
756,True
757,False
758,False
759,True
760,True
761,False
762,True
763,False
764,True
765,False
766,False
767,False
768,False
769,False
770,False
771,False
772,True
773,True
774,False
775,False
776,True
777,False
778,False
779,True
780,False
781,False
782,True
783,True
784,True
785,True
786,True
787,False
788,False
789,True
790,False
791,True
792,False
793,True
794,True
795,False
796,True
797,False
798,False
799,True
800,False
801,False
802,False
803,False
804,True
805,False
806,True
807,True
808,False
809,False
810,True
811,True
812,False
813,False
814,True
815,False
816,True
817,True
818,False
819,True
820,True
821,False
822,True
823,True
824,True
825,True
826,True
827,True
828,False
829,False
830,True
831,True
832,True
833,False
834,False
835,True
836,False
837,False
838,True
839,True
840,True
841,True
842,True
843,True
844,False
845,False
846,True
847,False
848,False
849,True
850,False
851,True
852,True
853,True
854,False
855,True
856,False
857,True
858,False
859,False
860,True
861,False
862,False
863,True
864,False
865,True
866,False
867,False
868,False
869,False
870,False
871,True
872,False
873,True
874,False
875,False
876,False
877,True
878,True
879,False
880,False
881,True
882,False
883,False
884,True
885,False
886,True
887,False
888,False
889,True
890,True
891,True
892,True
893,False
894,True
895,False
896,True
897,True
898,True
899,True
900,False
901,True
902,True
903,False
904,False
905,True
906,True
907,False
908,False
909,True
910,True
911,False
912,True
913,False
914,True
915,False
916,True
917,True
918,False
919,False
920,False
921,False
922,False
923,True
924,True
925,True
926,True
927,False
928,True
929,False
930,False
931,False
932,True
933,False
934,True
935,False
936,False
937,False
938,False
939,False
940,False
941,True
942,False
943,False
944,False
945,True
946,True
947,False
948,True
949,True
950,True
951,True
952,True
953,False
954,False
955,True
956,False
957,True
958,True
959,True
960,True
961,False
962,False
963,True
964,False
965,True
966,False
967,False
968,True
969,True
970,True
971,False
972,False
973,True
974,False
975,False
976,False
977,True
978,False
979,False
980,False
981,True
982,True
983,True
984,True
985,False
986,True
987,False
988,True
989,True
990,False
991,True
992,False
993,False
994,False
995,True
996,False
997,True
998,True
999,False
1000,True
1001,True
1002,True
1003,True
1004,False
1005,True
1006,True
1007,True
1008,False
1009,False
1010,True
1011,True
1012,True
1013,True
1014,True
1015,True
1016,True
1017,False
1018,True
1019,False
1020,True
1021,False
1022,False
1023,True
1024,False
1025,True
1026,True
1027,False
1028,True
1029,False
1030,True
1031,False
1032,True
1033,False
1034,True
1035,False
1036,True
1037,True
1038,False
1039,True
1040,False
1041,False
1042,True
1043,True
1044,True
1045,True
1046,False
1047,True
1048,False
1049,False
1050,True
1051,True
1052,True
1053,True
1054,True
1055,False
1056,False
1057,True
1058,True
1059,True
1060,True
1061,False
1062,True
1063,False
1064,False
1065,True
1066,True
1067,False
1068,False
1069,True
1070,True
1071,False
1072,False
1073,True
1074,False
1075,False
1076,False
1077,True
1078,False
1079,False
1080,True
1081,True
1082,False
1083,False
1084,False
1085,True
1086,False
1087,False
1088,True
1089,False
1090,True
1091,True
1092,False
1093,True
1094,False
1095,True
1096,False
1097,False
1098,True
1099,False
1100,True
1101,False
1102,False
1103,False
1104,False
1105,False
1106,False
1107,False
1108,True
1109,True
1110,True
1111,False
1112,False
1113,False
1114,False
1115,True
1116,True
1117,False
1118,True
1119,False
1120,False
1121,True
1122,True
1123,False
1124,True
1125,True
1126,False
1127,False
1128,True
1129,False
1130,False
1131,True
1132,True
1133,False
1134,True
1135,True
1136,False
1137,True
1138,False
1139,False
1140,False
1141,False
1142,True
1143,True
1144,True
1145,True
1146,False
1147,True
1148,False
1149,False
1150,True
1151,False
1152,True
1153,False
1154,False
1155,True
1156,False
1157,False
1158,True
1159,False
1160,True
1161,False
1162,False
1163,True
1164,False
1165,False
1166,True
1167,False
1168,True
1169,False
1170,False
1171,False
1172,True
1173,True
1174,True
1175,True
1176,True
1177,False
1178,False
1179,True
1180,True
1181,True
1182,False
1183,True
1184,False
1185,False
1186,True
1187,True
1188,True
1189,False
1190,True
1191,False
1192,False
1193,True
1194,False
1195,True
1196,False
1197,True
1198,False
1199,True
1200,False
1201,False
1202,False
1203,False
1204,False
1205,True
1206,False
1207,True
1208,True
1209,True
1210,False
1211,False
1212,False
1213,True
1214,True
1215,True
1216,False
1217,False
1218,True
1219,False
1220,False
1221,False
1222,False
1223,True
1224,True
1225,True
1226,True
1227,False
1228,False
1229,True
1230,True
1231,False
1232,True
1233,True
1234,True
1235,True
1236,True
1237,False
1238,False
1239,True
1240,False
1241,False
1242,False
1243,True
1244,False
1245,False
1246,False
1247,False
1248,False
1249,True
1250,False
1251,True
1252,False
1253,False
1254,False
1255,True
1256,False
1257,True
1258,True
1259,True
1260,False
1261,True
1262,False
1263,True
1264,False
1265,False
1266,True
1267,False
1268,False
1269,True
1270,True
1271,True
1272,False
1273,True
1274,True
1275,True
1276,True
1277,False
1278,True
1279,False
1280,False
1281,True
1282,True
1283,False
1284,False
1285,True
1286,False
1287,True
1288,True
1289,True
1290,False
1291,True
1292,True
1293,True
1294,True
1295,False
1296,True
1297,False
1298,False
1299,False
1300,False
1301,False
1302,False
1303,True
1304,False
1305,False
1306,False
1307,False
1308,False
1309,True
1310,False
1311,False
1312,False
1313,False
1314,False
1315,False
1316,False
1317,False
1318,True
1319,True
1320,False
1321,False
1322,True
1323,True
1324,True
1325,False
1326,False
1327,False
1328,False
1329,False
1330,False
1331,True
1332,False
1333,False
1334,False
1335,False
1336,True
1337,True
1338,True
1339,False
1340,True
1341,False
1342,False
1343,False
1344,False
1345,False
1346,True
1347,True
1348,False
1349,True
1350,False
1351,False
1352,False
1353,True
1354,True
1355,False
1356,False
1357,False
1358,True
1359,False
1360,True
1361,True
1362,False
1363,True
1364,False
1365,False
1366,True
1367,True
1368,True
1369,True
1370,False
1371,False
1372,True
1373,False
1374,True
1375,False
1376,True
1377,True
1378,True
1379,False
1380,True
1381,False
1382,True
1383,True
1384,True
1385,False
1386,True
1387,False
1388,True
1389,False
1390,True
1391,False
1392,True
1393,False
1394,True
1395,False
1396,False
1397,True
1398,False
1399,False
1400,True
1401,False
1402,True
1403,False
1404,False
1405,True
1406,True
1407,True
1408,False
1409,False
1410,True
1411,False
1412,False
1413,False
1414,True
1415,True
1416,False
1417,True
1418,True
1419,True
1420,False
1421,False
1422,True
1423,False
1424,True
1425,False
1426,True
1427,True
1428,False
1429,True
1430,False
1431,True
1432,False
1433,False
1434,True
1435,False
1436,False
1437,True
1438,True
1439,True
1440,True
1441,False
1442,False
1443,False
1444,True
1445,False
1446,False
1447,False
1448,True
1449,False
1450,True
1451,True
1452,False
1453,False
1454,False
1455,True
1456,True
1457,False
1458,False
1459,True
1460,True
1461,False
1462,True
1463,True
1464,True
1465,True
1466,False
1467,False
1468,True
1469,False
1470,False
1471,True
1472,True
1473,False
1474,True
1475,True
1476,True
1477,False
1478,False
1479,False
1480,False
1481,False
1482,False
1483,False
1484,False
1485,True
1486,True
1487,False
1488,True
1489,False
1490,True
1491,False
1492,False
1493,True
1494,False
1495,False
1496,False
1497,False
1498,False
1499,True
1500,True
1501,True
1502,False
1503,False
1504,True
1505,True
1506,False
1507,False
1508,False
1509,False
1510,True
1511,False
1512,False
1513,False
1514,False
1515,True
1516,False
1517,False
1518,True
1519,False
1520,False
1521,False
1522,True
1523,True
1524,False
1525,False
1526,False
1527,False
1528,True
1529,True
1530,True
1531,True
1532,True
1533,False
1534,False
1535,True
1536,False
1537,False
1538,True
1539,True
1540,False
1541,True
1542,True
1543,False
1544,False
1545,False
1546,False
1547,True
1548,False
1549,True
1550,True
1551,False
1552,True
1553,True
1554,True
1555,False
1556,True
1557,True
1558,True
1559,True
1560,False
1561,False
1562,True
1563,False
1564,True
1565,True
1566,False
1567,True
1568,True
1569,True
1570,False
1571,False
1572,False
1573,True
1574,False
1575,True
1576,True
1577,True
1578,True
1579,True
1580,False
1581,False
1582,False
1583,False
1584,False
1585,False
1586,True
1587,True
1588,True
1589,True
1590,False
1591,False
1592,True
1593,True
1594,False
1595,True
1596,True
1597,False
1598,True
1599,False
1600,False
1601,False
1602,False
1603,True
1604,False
1605,True
1606,True
1607,False
1608,False
1609,True
1610,True
1611,True
1612,False
1613,True
1614,False
1615,True
1616,True
1617,False
1618,True
1619,False
1620,True
1621,True
1622,False
1623,True
1624,False
1625,False
1626,True
1627,False
1628,False
1629,True
1630,True
1631,True
1632,False
1633,True
1634,False
1635,False
1636,False
1637,False
1638,True
1639,False
1640,False
1641,False
1642,False
1643,False
1644,False
1645,True
1646,True
1647,False
1648,False
1649,False
1650,True
1651,False
1652,False
1653,True
1654,True
1655,True
1656,False
1657,False
1658,True
1659,True
1660,False
1661,False
1662,True
1663,True
1664,True
1665,True
1666,False
1667,False
1668,False
1669,False
1670,True
1671,False
1672,True
1673,True
1674,True
1675,True
1676,True
1677,True
1678,True
1679,True
1680,True
1681,True
1682,True
1683,False
1684,True
1685,True
1686,False
1687,False
1688,False
1689,True
1690,False
1691,True
1692,False
1693,True
1694,True
1695,False
1696,True
1697,False
1698,True
1699,True
1700,False
1701,False
1702,True
1703,True
1704,False
1705,True
1706,True
1707,False
1708,True
1709,False
1710,False
1711,False
1712,False
1713,True
1714,False
1715,False
1716,False
1717,False
1718,True
1719,False
1720,False
1721,True
1722,False
1723,True
1724,False
1725,True
1726,True
1727,False
1728,False
1729,False
1730,False
1731,True
1732,False
1733,True
1734,False
1735,False
1736,True
1737,True
1738,False
1739,False
1740,True
1741,True
1742,False
1743,True
1744,True
1745,True
1746,False
1747,True
1748,False
1749,False
1750,True
1751,True
1752,True
1753,False
1754,True
1755,False
1756,True
1757,True
1758,True
1759,True
1760,True
1761,True
1762,True
1763,True
1764,True
1765,True
1766,False
1767,True
1768,False
1769,False
1770,True
1771,False
1772,True
1773,False
1774,True
1775,True
1776,True
1777,False
1778,True
1779,False
1780,True
1781,True
1782,False
1783,True
1784,False
1785,False
1786,False
1787,True
1788,True
1789,True
1790,False
1791,True
1792,True
1793,True
1794,False
1795,False
1796,False
1797,False
1798,True
1799,True
1800,False
1801,False
1802,True
1803,False
1804,False
1805,True
1806,True
1807,False
1808,False
1809,True
1810,True
1811,True
1812,False
1813,True
1814,True
1815,False
1816,True
1817,False
1818,True
1819,True
1820,False
1821,True
1822,True
1823,False
1824,True
1825,False
1826,False
1827,False
1828,True
1829,False
1830,False
1831,False
1832,True
1833,True
1834,False
1835,True
1836,True
1837,False
1838,True
1839,True
1840,True
1841,True
1842,True
1843,True
1844,False
1845,True
1846,True
1847,True
1848,True
1849,True
1850,True
1851,True
1852,True
1853,False
1854,True
1855,True
1856,False
1857,True
1858,False
1859,True
1860,False
1861,True
1862,False
1863,True
1864,True
1865,True
1866,False
1867,False
1868,True
1869,True
1870,False
1871,True
1872,False
1873,False
1874,True
1875,True
1876,True
1877,False
1878,True
1879,False
1880,True
1881,False
1882,True
1883,True
1884,True
1885,False
1886,False
1887,False
1888,False
1889,False
1890,True
1891,True
1892,True
1893,True
1894,True
1895,False
1896,True
1897,False
1898,True
1899,True
1900,True
1901,False
1902,True
1903,True
1904,True
1905,True
1906,False
1907,False
1908,True
1909,True
1910,False
1911,True
1912,False
1913,True
1914,True
1915,False
1916,True
1917,True
1918,False
1919,False
1920,True
1921,True
1922,True
1923,False
1924,False
1925,True
1926,False
1927,False
1928,True
1929,False
1930,False
1931,False
1932,True
1933,False
1934,True
1935,True
1936,True
1937,True
1938,False
1939,False
1940,True
1941,False
1942,True
1943,False
1944,False
1945,True
1946,True
1947,False
1948,False
1949,False
1950,True
1951,False
1952,True
1953,False
1954,False
1955,False
1956,False
1957,True
1958,False
1959,True
1960,True
1961,True
1962,False
1963,False
1964,False
1965,True
1966,True
1967,True
1968,False
1969,True
1970,True
1971,True
1972,True
1973,True
1974,False
1975,True
1976,False
1977,False
1978,False
1979,True
1980,False
1981,False
1982,True
1983,False
1984,False
1985,True
1986,False
1987,True
1988,False
1989,False
1990,False
1991,False
1992,True
1993,False
1994,True
1995,True
1996,True
1997,True
1998,True
1999,False
2000,True
2001,False
2002,True
2003,True
2004,False
2005,True
2006,True
2007,False
2008,True
2009,False
2010,False
2011,True
2012,True
2013,True
2014,False
2015,True
2016,False
2017,True
2018,False
2019,False
2020,True
2021,False
2022,True
2023,True
2024,False
2025,False
2026,True
2027,False
2028,True
2029,True
2030,False
2031,False
2032,False
2033,False
2034,True
2035,False
2036,True
2037,False
2038,True
2039,True
2040,False
2041,True
2042,False
2043,True
2044,True
2045,False
2046,False
2047,False
2048,False
2049,True
2050,True
2051,False
2052,True
2053,True
2054,True
2055,True
2056,False
2057,True
2058,False
2059,True
2060,True
2061,False
2062,False
2063,False
2064,True
2065,False
2066,True
2067,False
2068,False
2069,False
2070,True
2071,False
2072,False
2073,True
2074,True
2075,True
2076,False
2077,False
2078,False
2079,True
2080,False
2081,True
2082,False
2083,True
2084,True
2085,False
2086,True
2087,False
2088,False
2089,True
2090,True
2091,False
2092,True
2093,True
2094,True
2095,False
2096,False
2097,True
2098,True
2099,False
2100,True
2101,False
2102,True
2103,False
2104,False
2105,False
2106,False
2107,True
2108,True
2109,True
2110,True
2111,False
2112,False
2113,False
2114,False
2115,False
2116,True
2117,True
2118,False
2119,False
2120,True
2121,False
2122,False
2123,False
2124,False
2125,False
2126,True
2127,True
2128,False
2129,True
2130,False
2131,False
2132,False
2133,False
2134,False
2135,False
2136,False
2137,False
2138,True
2139,True
2140,False
2141,True
2142,True
2143,True
2144,True
2145,True
2146,True
2147,True
2148,True
2149,False
2150,True
2151,True
2152,True
2153,False
2154,False
2155,True
2156,False
2157,True
2158,False
2159,True
2160,True
2161,True
2162,True
2163,False
2164,False
2165,False
2166,False
2167,False
2168,True
2169,True
2170,True
2171,False
2172,False
2173,False
2174,False
2175,True
2176,True
2177,True
2178,True
2179,False
2180,False
2181,True
2182,False
2183,True
2184,True
2185,True
2186,True
2187,True
2188,True
2189,True
2190,False
2191,True
2192,False
2193,True
2194,False
2195,True
2196,False
2197,True
2198,False
2199,False
2200,False
2201,True
2202,False
2203,True
2204,True
2205,False
2206,False
2207,True
2208,False
2209,False
2210,True
2211,True
2212,True
2213,False
2214,True
2215,False
2216,False
2217,False
2218,True
2219,True
2220,False
2221,False
2222,True
2223,True
2224,False
2225,False
2226,True
2227,False
2228,True
2229,True
2230,False
2231,False
2232,True
2233,True
2234,False
2235,False
2236,True
2237,False
2238,True
2239,False
2240,False
2241,True
2242,True
2243,False
2244,True
2245,True
2246,False
2247,True
2248,True
2249,False
2250,False
2251,False
2252,True
2253,False
2254,False
2255,True
2256,True
2257,True
2258,False
2259,True
2260,True
2261,True
2262,True
2263,True
2264,True
2265,False
2266,True
2267,False
2268,True
2269,False
2270,False
2271,False
2272,False
2273,False
2274,False
2275,False
2276,True
2277,False
2278,True
2279,True
2280,False
2281,False
2282,False
2283,False
2284,True
2285,False
2286,False
2287,True
2288,False
2289,False
2290,True
2291,False
2292,False
2293,False
2294,True
2295,False
2296,False
2297,True
2298,False
2299,True
2300,False
2301,True
2302,False
2303,False
2304,False
2305,False
2306,True
2307,True
2308,False
2309,False
2310,False
2311,False
2312,False
2313,False
2314,True
2315,False
2316,True
2317,True
2318,True
2319,True
2320,False
2321,True
2322,True
2323,True
2324,True
2325,False
2326,True
2327,False
2328,True
2329,True
2330,False
2331,False
2332,False
2333,False
2334,False
2335,False
2336,False
2337,False
2338,False
2339,True
2340,True
2341,True
2342,False
2343,True
2344,False
2345,False
2346,False
2347,True
2348,False
2349,False
2350,True
2351,True
2352,True
2353,True
2354,True
2355,False
2356,True
2357,True
2358,True
2359,False
2360,True
2361,False
2362,False
2363,True
2364,True
2365,False
2366,True
2367,False
2368,True
2369,False
2370,False
2371,False
2372,True
2373,False
2374,False
2375,True
2376,False
2377,False
2378,True
2379,True
2380,False
2381,True
2382,True
2383,False
2384,False
2385,True
2386,False
2387,True
2388,True
2389,False
2390,True
2391,False
2392,False
2393,False
2394,False
2395,False
2396,True
2397,True
2398,True
2399,False
2400,True
2401,True
2402,True
2403,True
2404,False
2405,True
2406,True
2407,False
2408,False
2409,False
2410,False
2411,True
2412,False
2413,False
2414,True
2415,True
2416,True
2417,True
2418,True
2419,False
2420,True
2421,True
2422,True
2423,False
2424,False
2425,True
2426,False
2427,False
2428,False
2429,False
2430,True
2431,True
2432,False
2433,False
2434,True
2435,True
2436,False
2437,False
2438,True
2439,False
2440,True
2441,True
2442,True
2443,False
2444,True
2445,False
2446,True
2447,False
2448,False
2449,False
2450,False
2451,True
2452,True
2453,True
2454,True
2455,True
2456,False
2457,True
2458,False
2459,False
2460,True
2461,False
2462,False
2463,False
2464,False
2465,False
2466,True
2467,True
2468,True
2469,False
2470,False
2471,True
2472,False
2473,True
2474,False
2475,False
2476,False
2477,False
2478,False
2479,True
2480,False
2481,True
2482,True
2483,True
2484,True
2485,True
2486,False
2487,False
2488,True
2489,False
2490,True
2491,True
2492,False
2493,False
2494,True
2495,False
2496,False
2497,False
2498,False
2499,True
2500,True
2501,False
2502,True
2503,True
2504,False
2505,True
2506,False
2507,True
2508,False
2509,False
2510,False
2511,True
2512,True
2513,False
2514,False
2515,True
2516,True
2517,False
2518,False
2519,True
2520,True
2521,False
2522,False
2523,False
2524,False
2525,False
2526,True
2527,True
2528,False
2529,False
2530,False
2531,True
2532,False
2533,True
2534,True
2535,False
2536,False
2537,False
2538,True
2539,True
2540,True
2541,True
2542,True
2543,True
2544,False
2545,True
2546,False
2547,True
2548,True
2549,True
2550,False
2551,False
2552,True
2553,False
2554,False
2555,True
2556,False
2557,False
2558,False
2559,False
2560,True
2561,True
2562,False
2563,True
2564,True
2565,False
2566,True
2567,False
2568,False
2569,True
2570,True
2571,True
2572,True
2573,False
2574,False
2575,True
2576,True
2577,False
2578,True
2579,True
2580,True
2581,False
2582,True
2583,True
2584,False
2585,True
2586,True
2587,True
2588,False
2589,False
2590,False
2591,False
2592,False
2593,False
2594,False
2595,False
2596,False
2597,True
2598,True
2599,True
2600,False
2601,True
2602,False
2603,False
2604,True
2605,False
2606,False
2607,True
2608,True
2609,False
2610,True
2611,True
2612,True
2613,True
2614,False
2615,True
2616,True
2617,False
2618,True
2619,False
2620,False
2621,False
2622,False
2623,False
2624,False
2625,False
2626,False
2627,True
2628,False
2629,True
2630,False
2631,False
2632,True
2633,True
2634,True
2635,False
2636,False
2637,False
2638,True
2639,True
2640,True
2641,True
2642,True
2643,False
2644,False
2645,False
2646,False
2647,False
2648,False
2649,False
2650,True
2651,False
2652,True
2653,False
2654,False
2655,False
2656,False
2657,True
2658,False
2659,True
2660,True
2661,True
2662,True
2663,True
2664,True
2665,True
2666,False
2667,False
2668,False
2669,True
2670,False
2671,False
2672,False
2673,True
2674,False
2675,True
2676,True
2677,True
2678,False
2679,False
2680,False
2681,True
2682,True
2683,True
2684,False
2685,False
2686,True
2687,True
2688,True
2689,False
2690,True
2691,False
2692,False
2693,False
2694,True
2695,False
2696,False
2697,True
2698,False
2699,True
2700,True
2701,False
2702,False
2703,True
2704,False
2705,False
2706,True
2707,True
2708,False
2709,False
2710,False
2711,False
2712,False
2713,True
2714,False
2715,False
2716,True
2717,False
2718,True
2719,False
2720,True
2721,True
2722,True
2723,True
2724,False
2725,False
2726,True
2727,False
2728,True
2729,False
2730,False
2731,True
2732,False
2733,True
2734,True
2735,True
2736,False
2737,True
2738,False
2739,False
2740,True
2741,True
2742,False
2743,True
2744,False
2745,False
2746,False
2747,True
2748,True
2749,True
2750,True
2751,True
2752,False
2753,True
2754,True
2755,True
2756,True
2757,False
2758,False
2759,False
2760,False
2761,True
2762,True
2763,False
2764,True
2765,False
2766,False
2767,False
2768,False
2769,True
2770,False
2771,True
2772,True
2773,True
2774,False
2775,False
2776,False
2777,True
2778,False
2779,False
2780,False
2781,False
2782,True
2783,False
2784,True
2785,False
2786,True
2787,False
2788,False
2789,True
2790,False
2791,True
2792,False
2793,False
2794,True
2795,False
2796,False
2797,True
2798,True
2799,False
2800,True
2801,True
2802,False
2803,False
2804,False
2805,True
2806,False
2807,False
2808,False
2809,True
2810,True
2811,False
2812,True
2813,True
2814,False
2815,True
2816,True
2817,True
2818,False
2819,False
2820,True
2821,True
2822,False
2823,False
2824,False
2825,False
2826,False
2827,False
2828,False
2829,True
2830,True
2831,True
2832,False
2833,True
2834,True
2835,False
2836,False
2837,False
2838,True
2839,False
2840,True
2841,False
2842,False
2843,False
2844,True
2845,False
2846,True
2847,False
2848,False
2849,False
2850,False
2851,True
2852,False
2853,True
2854,False
2855,True
2856,False
2857,False
2858,True
2859,True
2860,True
2861,False
2862,True
2863,False
2864,False
2865,True
2866,True
2867,True
2868,False
2869,False
2870,False
2871,False
2872,False
2873,False
2874,False
2875,True
2876,True
2877,False
2878,False
2879,False
2880,False
2881,False
2882,False
2883,True
2884,True
2885,True
2886,False
2887,False
2888,False
2889,True
2890,True
2891,False
2892,False
2893,True
2894,True
2895,False
2896,False
2897,True
2898,False
2899,False
2900,False
2901,False
2902,False
2903,True
2904,True
2905,False
2906,True
2907,False
2908,False
2909,True
2910,False
2911,False
2912,True
2913,False
2914,False
2915,False
2916,False
2917,False
2918,False
2919,True
2920,True
2921,False
2922,True
2923,True
2924,False
2925,False
2926,True
2927,False
2928,False
2929,False
2930,True
2931,False
2932,True
2933,True
2934,True
2935,True
2936,False
2937,True
2938,True
2939,True
2940,False
2941,True
2942,True
2943,False
2944,False
2945,False
2946,True
2947,True
2948,True
2949,False
2950,False
2951,False
2952,False
2953,False
2954,True
2955,True
2956,False
2957,False
2958,False
2959,False
2960,True
2961,False
2962,False
2963,False
2964,False
2965,False
2966,False
2967,False
2968,False
2969,True
2970,False
2971,False
2972,False
2973,False
2974,False
2975,False
2976,False
2977,True
2978,True
2979,True
2980,False
2981,True
2982,True
2983,True
2984,False
2985,True
2986,False
2987,False
2988,True
2989,False
2990,False
2991,True
2992,True
2993,False
2994,True
